Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre;Ano de Referência;CNPJ_Fundo;Nome_Fundo
;;2019-12-31;1;2020-02-15;;2017-12-14;INVESTIDORES EM GERAL;BRMALLCTF007;7560351.0;Não;Não;Não;Renda;Shoppings;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;26499833000132;Rua Candelária;65;SL 1701 e 1702;Centro;RIO DE JANEIRO;RJ;20091020;(21) 2169-9999;(21) 2169-9998;;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br;2019-12-31;2019;26.499.833/0001-32;MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-03-29;1;2019-05-15;;2017-09-22;INVESTIDOR QUALIFICADO;XXX;35370.84;Sim;Sim;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2021-09-22;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502761000135;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;www.vortx.com.br;admfundos@vortxbr.com;2019-03-30;2019;26.502.761/0001-35;CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-06-28;2;2019-08-14;;2017-09-22;INVESTIDOR PROFISSIONAL;;35370.84;Sim;Sim;Não;Híbrido;Outros;Ativa;Determinado;2021-09-22;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502761000135;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;www.vortx.com.br;admfundos@vortxbr.com;2019-06-28;2019;26.502.761/0001-35;CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-09-30;1;2019-11-13;;2017-09-22;INVESTIDOR PROFISSIONAL;;35370.84;Não;Sim;Não;Híbrido;Outros;Ativa;Determinado;2021-09-22;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502761000135;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;www.vortx.com.br;admfundos@vortxbr.com;2019-09-30;2019;26.502.761/0001-35;CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-12-31;1;2020-02-14;;2017-09-22;INVESTIDOR PROFISSIONAL;;46865.84;Não;Sim;Não;Híbrido;Outros;Ativa;Determinado;2021-09-22;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502761000135;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;www.vortx.com.br;admfundos@vortxbr.com;2019-12-31;2019;26.502.761/0001-35;CATUAI FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-03-29;2;2019-06-25;;2016-10-18;INVESTIDOR PROFISSIONAL;BRXPLGCTF002;3661150.0;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502794000185;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-03-29;2019;26.502.794/0001-85;XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-06-28;2;2020-12-10;;2016-10-18;INVESTIDOR PROFISSIONAL;BRXPLGCTF002;6742184.0002068;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;26502794000185;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;(11) 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br;2019-06-28;2019;26.502.794/0001-85;XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-09-30;2;2020-01-07;;2016-10-18;INVESTIDORES EM GERAL;BRXPLGCTF002;6742184.0002;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;26502794000185;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br;2019-09-30;2019;26.502.794/0001-85;XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-12-31;2;2020-02-20;;2016-10-18;INVESTIDORES EM GERAL;BRXPLGCTF002;15269476.0002068;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;26502794000185;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;(11) 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br;2019-12-31;2019;26.502.794/0001-85;XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-03-29;1;2019-05-15;;2017-09-27;INVESTIDOR PROFISSIONAL;;10.0;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502810000130;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-03-29;2019;26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-06-28;1;2019-08-14;;2017-09-27;INVESTIDOR PROFISSIONAL;;10.0;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502810000130;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-06-28;2019;26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-09-30;1;2019-11-14;;2017-09-27;INVESTIDOR PROFISSIONAL;;10.0;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502810000130;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-09-30;2019;26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-12-31;1;2020-02-15;;2017-09-27;INVESTIDOR PROFISSIONAL;;10.0;Sim;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26502810000130;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;www.vortx.com.br;admfundos@vortxbr.com;2019-12-31;2019;26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-03-31;1;2019-05-15;;2018-07-03;INVESTIDOR QUALIFICADO;BRRCRICTF005;60014.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;26511274000139;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2019-03-31;2019;26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FII
;;2019-06-30;1;2019-08-14;;2018-07-03;INVESTIDOR QUALIFICADO;BRRCRICTF005;60014.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;26511274000139;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2019-06-30;2019;26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FII
;;2019-09-30;1;2019-11-14;;2018-07-03;INVESTIDOR QUALIFICADO;BRRCRICTF005;60014.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;26511274000139;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2019-09-30;2019;26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FII
;;2019-12-31;1;2020-02-14;;2018-07-03;INVESTIDOR QUALIFICADO;BRRCRICTF005;60014.0;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;26511274000139;Avenida das Américas;3434;Bl. 07 Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2019-12-31;2019;26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FII
;;2019-03-31;1;2019-05-14;;2017-03-22;INVESTIDOR QUALIFICADO;;752.03261816;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;26545627000111;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;INFOLEGAL@BRLTRUST.COM.BR;2019-03-31;2019;26.545.627/0001-11;BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII
;;2019-06-30;1;2019-08-19;;2017-03-22;INVESTIDOR QUALIFICADO;;752.03261816;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;26545627000111;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;INFOLEGAL@BRLTRUST.COM.BR;2019-06-30;2019;26.545.627/0001-11;BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII
;;2019-09-30;1;2019-11-04;;2017-03-22;INVESTIDOR QUALIFICADO;;752.03261816;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;Não;Não;Sim;Não;Não;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;26545627000111;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;INFOLEGAL@BRLTRUST.COM.BR;2019-09-30;2019;26.545.627/0001-11;BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII
;;2019-12-31;1;2020-02-12;;2017-03-22;INVESTIDOR QUALIFICADO;;752.03261816;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;Não;Não;Sim;Não;Não;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;26545627000111;RUA IGUATEMI;151;19  ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;FII@BRLTRUST.COM.BR;2019-12-31;2019;26.545.627/0001-11;BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII
;;2019-03-29;1;2019-05-15;;2017-01-11;INVESTIDORES EM GERAL;BRGGRCCTF002;6503028.0;Não;Não;Não;Híbrido;Logística;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;CM CAPITAL MARKETS DTVM LTDA;26614291000100;Rua Gomes de Carvalho;1195;4º andar;Vila Olímpia;São Paulo;SP;04547-004;(11) 3842-1122;(11) 3044-3547;;www.cmcapitalmarkets.com.br;fundos@cmcapitalmarkets.com.br;2019-03-29;2019;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-06-28;1;2019-08-14;;2017-01-11;INVESTIDORES EM GERAL;BRGGRCCTF002;6503028.0;Não;Não;Não;Híbrido;Logística;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;CM CAPITAL MARKETS DTVM LTDA;26614291000100;Rua Gomes de Carvalho;1195;4º andar;Vila Olímpia;São Paulo;SP;04547-004;(11) 3842-1122;(11) 3044-3547;;www.cmcapitalmarkets.com.br;fundos@cmcapitalmarkets.com.br;2019-06-28;2019;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-09-30;1;2019-11-14;;2017-01-11;INVESTIDORES EM GERAL;BRGGRCCTF002;6503028.0;Não;Não;Não;Híbrido;Logística;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;CM CAPITAL MARKETS DTVM LTDA;26614291000100;Rua Gomes de Carvalho;1195;4º andar;Vila Olímpia;São Paulo;SP;04547-004;(11) 3842-1122;(11) 3044-3547;;www.cmcapitalmarkets.com.br;fundos@cmcapitalmarkets.com.br;2019-09-30;2019;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-12-31;1;2020-02-17;;2017-01-11;INVESTIDORES EM GERAL;BRGGRCCTF002;6503028.0;Não;Não;Não;Híbrido;Logística;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;CM CAPITAL MARKETS DTVM LTDA;26614291000100;Rua Gomes de Carvalho;1195;4º andar;Vila Olímpia;São Paulo;SP;04547-004;(11) 3842-1122;(11) 3044-3547;;www.cmcapitalmarkets.com.br;fundos@cmcapitalmarkets.com.br;2019-12-31;2019;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-03-31;2;2019-05-13;;2017-02-14;INVESTIDOR QUALIFICADO;BRDAMTCTF007;150000000.0;Não;Não;Sim;Renda;Híbrido;Passiva;Determinado;2027-02-01;31/12;Não;Sim;Não;Sim;Não;BANCO MODAL S.A.;26642727000166;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-03-31;2019;26.642.727/0001-66;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-06-30;1;2019-08-15;;2017-02-14;INVESTIDOR QUALIFICADO;BRDAMTCTF007;150000000.0;Não;Não;Sim;Renda;Híbrido;Passiva;Determinado;2027-02-01;31/12;Não;Sim;Não;Sim;Não;BANCO MODAL S.A.;26642727000166;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-06-28;2019;26.642.727/0001-66;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-09-30;1;2019-11-13;;2017-02-14;INVESTIDOR QUALIFICADO;BRDAMTCTF007;150000000.0;Não;Não;Sim;Renda;Híbrido;Passiva;Determinado;2027-02-01;31/12;Não;Sim;Não;Sim;Não;BANCO MODAL S.A.;26642727000166;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-09-30;2019;26.642.727/0001-66;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-12-31;2;2020-02-14;;2017-02-14;INVESTIDOR QUALIFICADO;BRDAMTCTF007;150000000.0;Não;Não;Sim;Renda;Híbrido;Passiva;Determinado;2027-02-01;31/12;Não;Sim;Não;Sim;Não;BANCO MODAL S.A.;26642727000166;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-12-31;2019;26.642.727/0001-66;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO
;;2019-03-31;2;2019-05-15;;2016-11-10;INVESTIDOR QUALIFICADO;;53181773.5630025;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;2031-11-10;31/12;Não;Sim;Não;Não;Sim;MODAL D.T.V.M. LTDA;26642834000194;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-03-31;2019;26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FII
;;2019-06-30;3;2022-09-26;;2016-11-10;INVESTIDOR QUALIFICADO;;54775647.6835826;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;2031-11-10;31/12;Não;Sim;Não;Não;Sim;MODAL D.T.V.M. LTDA;26642834000194;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-06-28;2019;26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FII
;;2019-09-30;1;2019-11-13;;2016-11-10;INVESTIDOR QUALIFICADO;;54775647.6835826;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;2031-11-10;31/12;Não;Sim;Não;Não;Sim;MODAL D.T.V.M. LTDA;26642834000194;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-09-30;2019;26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FII
;;2019-12-31;3;2022-10-17;;2016-11-10;INVESTIDOR QUALIFICADO;;54775647.6835826;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;2031-11-10;31/12;Não;Sim;Não;Não;Sim;BANCO MODAL;26642834000194;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 01;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2019-12-31;2019;26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FII
;;2019-09-30;1;2019-11-08;;2016-11-25;INVESTIDORES EM GERAL;BRSDIPCTF005;3616910.0;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;26681370000125;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;INFOLEGAL@BRLTRUST.COM.BR;2019-09-30;2019;26.681.370/0001-25;SDI PROPERTIES - FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-12-31;1;2020-02-12;;2016-11-25;INVESTIDORES EM GERAL;BRSDIPCTF005;3616910.0;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;26681370000125;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;11 4871-2221;11 3133-0351;WWW.BRLTRUST.COM.BR;FII@BRLTRUST.COM.BR;2019-12-31;2019;26.681.370/0001-25;SDI PROPERTIES - FUNDO DE INVESTIMENTO IMOBILIÁRIO
;;2019-03-29;1;2019-05-15;;2018-08-07;INVESTIDOR QUALIFICADO;;860.09327864;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26846134000111;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-03-29;2019;26.846.134/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND
;;2019-06-28;1;2019-08-14;;2018-08-07;INVESTIDOR QUALIFICADO;;860.09327864;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26846134000111;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-06-28;2019;26.846.134/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND
;;2019-09-30;1;2019-11-14;;2018-08-07;INVESTIDOR QUALIFICADO;;860.09327864;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26846134000111;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-09-30;2019;26.846.134/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND
;;2019-12-31;1;2020-02-14;;2018-08-07;INVESTIDOR QUALIFICADO;;2653.39130703;Sim;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VÓRTX DTVM LTDA;26846134000111;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-12-31;2019;26.846.134/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND
;;2019-03-29;2;2019-05-17;;2017-05-17;INVESTIDORES EM GERAL;BRHBTTCTF001;112325.62928516;Não;Não;Não;;;;Determinado;2027-10-17;31/12;Não;Não;Sim;Não;Não;VORTX D.T.V.M. LTDA.;26846202000142;Avenida Doutor Cardoso de Melo;1460;43;Vila Olímpia;São Paulo;SP;0454800;1130307177;;;www.vortx.com.br;operacoessp@vortx.com.br;2019-03-29;2019;26.846.202/0001-42;FUNDO DE INVESTIMENTOS IMOBILIARIOS - HABITAT I
;;2019-06-28;4;2019-09-25;;2017-05-17;INVESTIDORES EM GERAL;BRHBTTCTF001;171688.66825473;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2027-05-17;28/06;Não;Não;Sim;Não;Não;VORTX D.T.V.M. LTDA.;26846202000142;Avenida Doutor Cardoso de Melo;1460;43;Vila Olímpia;São Paulo;SP;0454800;1130307177;;;www.vortx.com.br;operacoessp@vortx.com.br;2019-06-28;2019;26.846.202/0001-42;FUNDO DE INVESTIMENTOS IMOBILIARIOS - HABITAT I
;;2019-09-30;1;2019-11-14;;2017-05-17;INVESTIDORES EM GERAL;BRHBTTCTF001;180213.8;Não;Não;Não;Híbrido;Títulos e Val. Mob.;Ativa;Determinado;2027-05-17;31/06;Sim;Não;Não;Sim;Não;VÓRTX DTVM LTDA;26846202000142;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-09-30;2019;26.846.202/0001-42;FUNDO DE INVESTIMENTOS IMOBILIARIOS - HABITAT I
;;2019-12-31;1;2020-02-14;;2017-05-17;INVESTIDORES EM GERAL;0;180213.8;Não;Não;Não;Híbrido;Títulos e Val. Mob.;Ativa;Determinado;2027-05-17;31/06;Sim;Não;Não;Sim;Não;VÓRTX DTVM LTDA;26846202000142;AV. BRIGADEIRO FARIA LIMA;2277;CONJUNTO 202;JARDIM PAULISTANO;SÃO PAULO;SP;01452000;11 3030-7300;;;WWW.VORTXBR.COM;admfundos@vortxbr.com;2019-09-30;2019;26.846.202/0001-42;FUNDO DE INVESTIMENTOS IMOBILIARIOS - HABITAT I
;;2019-03-31;1;2019-05-14;;2016-11-28;INVESTIDOR QUALIFICADO;0;221.3955;Sim;Não;Não;;;;Indeterminado;;06/19;Não;Não;Sim;Não;Não;INTRADER D.T.V.M. LTDA.;26846280000147;Rua Ramos Batista;152;;Vila Olímpia;São Paulo;SP;04552020;31985151;;;www.intrader.com.br;adm@intrader.com.br;2019-03-31;2019;26.846.280/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORDESILHAS
;;2019-06-28;1;2019-07-18;;2016-11-28;INVESTIDOR QUALIFICADO;0;1741.6607;Sim;Não;Não;;;;Indeterminado;;06/19;Não;Não;Sim;Não;Não;INTRADER D.T.V.M. LTDA.;26846280000147;Rua Ramos Batista;152;;Vila Olímpia;São Paulo;SP;04552020;31985151;;;www.intrader.com.br;adm@intrader.com.br;2019-06-28;2019;26.846.280/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORDESILHAS
